TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
DSPG;21,98;;-170,36;3,34;2,40;53,11;-1,61;-2,27;-240,12;-206,81;33,31;-0,46;3,86;7,73;-4,46;3,07;-1,96;-1,41;-1,96;0,72;0,28;0,62;-4,52;;;6,57;-0,13;3,93;533.065.554,00
DSSI;9,69;;-7,10;0,34;0,21;100,00;-4,74;-11,68;-17,52;-42,61;-25,09;0,48;0,83;-8,28;-0,23;0,77;-4,76;-2,95;-1,24;0,62;0,38;0,25;;;;28,64;-1,36;0,03;393.363.612,00
DSWL;2,81;7,19;17,41;0,55;0,44;15,01;-1,41;2,72;-33,61;1,50;35,11;-0,58;0,47;0,83;-1,60;3,88;3,16;2,55;-1,81;0,81;0,19;0,94;0,82;12,53;;5,05;0,16;-0,11;44.299.856,00
DSX;1,51;6,29;0,03;0,41;0,19;76,63;34,12;4,05;0,00;0,01;0,00;0,69;0,00;2,64;-0,23;1,81;1.652,91;767,62;7.115,63;0,46;0,54;189,53;12,36;;;3,65;60,26;0,00;174.816.928,00
DT;56,96;;35,29;6,51;4,12;81,15;13,15;28,47;76,40;71,41;-4,98;-0,42;10,05;31,02;-7,73;1,40;18,45;11,68;-1,40;0,63;0,37;0,41;25,49;;;8,75;1,61;0,17;17.069.020.928,00
DTB;17,45;3,15;2,35;0,30;0,07;32,88;17,91;11,25;1,47;20,70;9,52;1,95;0,26;-6,74;-0,08;0,87;12,88;3,10;6,72;0,24;0,76;0,28;-0,34;3,73;;57,45;7,40;0,11;27.356.794.731,00
DTE;131,38;2,43;17,81;2,29;0,55;32,88;17,91;11,25;11,18;20,70;9,52;1,95;2,00;-51,13;-0,60;0,87;12,88;3,10;6,72;0,24;0,76;0,28;-0,34;3,73;;57,45;7,40;0,83;27.356.794.731,00
DTEA;0,52;;-1,49;0,50;0,27;40,75;-13,06;-13,73;-1,56;-0,22;1,34;-0,43;0,20;0,56;-1,52;2,50;-33,42;-18,43;-31,89;0,55;0,45;1,34;-13,11;;;1,05;-0,35;0,01;13.816.920,00
DTIL;4,29;;-2,16;0,96;0,38;100,00;-39,94;-42,99;-2,33;0,36;2,69;-1,11;0,93;0,68;-1,12;6,62;-44,56;-17,67;-28,50;0,40;0,60;0,41;25,30;;;4,45;-1,98;0,11;47.568.378,00
DTJ;25,09;;3,39;0,44;0,11;32,88;17,91;11,25;2,13;20,70;9,52;1,95;0,38;-9,73;-0,11;0,87;12,88;3,10;6,72;0,24;0,76;0,28;-0,34;3,73;;57,45;7,40;0,16;27.356.794.731,00
DTP;51,37;;6,94;0,89;0,22;32,88;17,91;11,25;4,36;20,70;9,52;1,95;0,78;-19,93;-0,23;0,87;12,88;3,10;6,72;0,24;0,76;0,28;-0,34;3,73;;57,45;7,40;0,32;27.356.794.731,00
DTSS;1,85;;-1,38;4,98;2,30;2,13;-18,24;-18,24;-1,38;-1,49;-0,11;0,38;0,25;-12,40;-3,40;0,64;-361,05;-166,74;-213,86;0,46;0,54;9,14;;;;0,37;-1,34;0,01;14.159.715,00
DTW;21,25;3,09;2,87;0,37;0,09;32,88;17,91;11,25;1,80;20,70;9,52;1,95;0,32;-8,25;-0,10;0,87;12,88;3,10;6,72;0,24;0,76;0,28;-0,34;3,73;;57,45;7,40;0,13;27.356.794.731,00
DTY;25,00;;3,38;0,44;0,10;32,88;17,91;11,25;2,12;20,70;9,52;1,95;0,38;-9,70;-0,11;0,87;12,88;3,10;6,72;0,24;0,76;0,28;-0,34;3,73;;57,45;7,40;0,16;27.356.794.731,00
DUK;117,13;2,67;19,52;1,80;0,49;50,91;28,82;15,09;10,22;19,86;9,64;1,70;2,95;-23,67;-0,52;0,77;9,21;2,49;6,06;0,27;0,73;0,17;3,89;4,06;;65,19;6,01;0,13;91.117.849.833,00
DUKB;23,77;2,96;3,96;0,36;0,10;50,91;28,82;15,09;2,07;19,86;9,64;1,70;0,60;-4,80;-0,11;0,77;9,21;2,49;6,06;0,27;0,73;0,17;3,89;4,06;;65,19;6,01;0,03;91.117.849.833,00
DUKH;25,28;5,31;4,21;0,39;0,10;50,91;28,82;15,09;2,20;19,86;9,64;1,70;0,64;-5,10;-0,11;0,77;9,21;2,49;6,06;0,27;0,73;0,17;3,89;4,06;;65,19;6,01;0,03;91.117.849.833,00
DUO;2,30;;-0,05;0,19;0,03;11,30;-101,58;-124,28;-0,06;0,49;0,55;-1,72;0,06;-0,41;-0,11;0,91;-385,66;-61,22;-315,24;0,16;0,84;0,49;-38,24;;;12,20;-47,07;0,00;9.019.626,00
DUOL;393,99;;185,46;20,08;12,79;72,25;8,43;11,93;262,39;247,78;-14,61;-1,12;22,12;23,45;-97,79;2,68;10,82;6,90;6,00;0,64;0,36;0,58;;;;19,66;2,13;;17.943.954.534,00
DUOT;7,92;;-9,09;17,80;2,69;15,12;-84,96;-90,41;-9,67;-9,51;0,16;-0,30;8,22;-14,11;-3,45;0,53;-195,89;-29,61;-128,01;0,15;0,85;0,33;-11,80;;;0,44;-0,87;0,09;91.716.193,00
DVA;143,22;;12,64;-40,67;0,63;32,46;11,14;6,63;7,52;13,84;6,33;;0,84;14,89;-0,81;1,25;-321,83;5,02;12,43;-0,02;0,92;0,76;2,39;2,92;;-3,53;11,37;2,34;10.862.682.210,00
DVAX;10,13;;-20,21;2,29;1,28;82,27;-16,54;-20,39;-24,91;-16,69;8,23;-0,75;4,12;1,62;-9,34;11,93;-11,31;-6,35;-6,73;0,56;0,44;0,31;51,08;;;4,42;-0,50;0,03;1.214.015.877,00
DVD;3,61;;10,27;1,60;1,31;100,00;31,93;24,86;8,00;6,56;-1,44;-0,29;2,55;6,26;-1,78;4,87;15,53;12,78;15,55;0,82;0,18;0,51;-3,70;7,54;;2,26;0,35;2,36;131.489.196,00
DVN;32,98;2,71;7,65;1,47;0,69;80,09;23,82;16,61;5,33;7,24;1,91;0,53;1,27;74,32;-0,79;1,08;19,17;9,02;13,88;0,47;0,53;0,54;20,71;;;22,65;4,34;-0,46;21.330.562.000,00
DWAC;48,95;;-71,17;-30,58;5,86;;;;-81,76;-81,74;0,02;;;-36,03;-5,92;0,06;-42,97;-8,23;45,15;-0,19;0,21;0,00;;;;-1,60;-0,69;-0,55;1.818.536.555,00
DWSN;1,39;;-4,83;2,37;1,30;9,90;-15,30;-15,30;-4,83;-4,94;-0,11;0,05;0,74;6,52;-2,93;1,56;-49,07;-26,96;-41,82;0,55;0,45;1,76;-12,64;;;0,59;-0,29;0,05;43.377.880,00
DXC;16,22;;7,60;0,92;0,22;24,09;6,95;3,02;3,30;5,63;2,32;0,64;0,23;3,11;-0,38;1,22;12,05;2,95;9,30;0,24;0,76;0,97;-8,05;;;17,76;2,14;0,02;2.956.233.852,00
DXCM;83,18;;61,10;14,43;4,84;59,43;17,62;12,90;44,75;44,39;-0,35;-0,11;7,88;21,56;-14,88;1,50;23,61;7,93;11,36;0,34;0,66;0,61;22,27;41,63;;5,78;1,36;-0,70;32.701.765.500,00
DXLG;1,22;;2,12;0,00;0,00;48,53;7,91;5,85;1,57;-1.157,20;-1.158,77;-0,34;0,12;0,00;0,00;1,45;0,02;0,01;0,02;0,37;0,63;0,00;3,13;;;2.624,23;0,57;-0,03;65.654.300,00
DXPE;90,50;;17,84;3,20;1,03;31,23;8,55;4,27;8,90;12,12;3,21;1,15;0,76;3,41;-1,97;2,70;17,91;5,76;13,32;0,32;0,68;1,35;7,30;14,36;;28,33;5,08;0,65;1.421.432.751,00
DXYN;0,50;;-0,62;0,52;0,04;25,35;-1,93;-4,64;-1,50;-17,24;-15,74;5,46;0,03;4,05;-0,10;1,02;-83,48;-6,58;-5,14;0,08;0,92;1,42;-6,69;;;0,96;-0,80;0,02;7.597.000,00
DY;254,04;;31,68;5,80;2,37;19,90;7,70;4,81;19,79;22,53;2,74;0,80;1,52;6,16;-5,74;2,89;18,32;7,47;12,79;0,41;0,59;1,55;7,08;32,47;;43,77;8,02;37,30;7.346.899.200,00
DYAI;0,95;;-4,91;30,94;3,62;62,08;-149,59;-163,91;-5,38;-4,93;0,44;-2,55;8,04;4,89;-317,62;3,98;-630,63;-73,81;-89,94;0,12;0,88;0,45;15,76;;;0,03;-0,19;0,19;28.586.165,00
DYN;8,33;;-2,62;1,44;1,33;;;;-2,62;-0,77;1,85;-1,01;;1,47;-30,42;20,35;-54,88;-50,91;-54,88;0,93;0,07;0,00;;;;5,89;-3,23;-0,06;960.482.770,00
DYNT;0,07;;-0,26;0,06;0,03;22,56;-8,41;-9,95;-0,31;-1,62;-1,31;0,26;0,03;0,63;-0,05;1,15;-23,53;-12,06;-15,62;0,51;0,49;1,21;-12,26;;;1,13;-0,27;0,01;743.365,00
DZSI;0,02;;-0,01;0,02;0,00;19,93;-28,89;-30,69;-0,01;-0,16;-0,15;0,33;0,00;0,03;-0,02;1,22;-231,28;-41,89;-149,26;0,18;0,82;1,37;-2,83;;;0,83;-1,93;0,00;775.788,00
E;32,63;4,91;2,74;824,59;312,29;27,19;18,40;12,99;1,93;1,93;0,00;0,10;0,36;7.973,40;-443,96;1,15;30.097,33;11.398,31;18.198,68;0,38;0,62;877,79;3,44;75,07;;0,04;11,93;0,00;49.654.200.904,00
EA;155,43;0,49;34,65;6,08;3,14;79,32;21,51;15,02;24,20;23,97;-0,23;-0,06;5,20;-212,26;-4,27;0,95;17,55;9,06;13,56;0,52;0,48;0,60;6,15;-18,08;;25,47;4,47;-2,90;38.843.653.400,00
EAF;0,96;;-1,77;-2,35;0,21;-3,94;-12,69;-27,17;-3,80;-17,21;-13,41;;0,48;0,53;-0,42;4,16;-132,57;-11,56;-9,19;-0,09;1,09;0,43;-21,35;;;-0,41;-0,54;0,04;247.788.480,00
EAR;2,57;;-0,49;1,18;0,77;41,95;-262,90;-263,14;-0,49;-0,07;0,43;-1,02;1,30;1,36;-4,09;3,22;-239,70;-155,08;-239,70;0,65;0,35;0,59;;;;2,17;-5,21;0,02;53.359.368,00
EARS;3,05;;0,00;8,45;4,75;;;;0,00;0,00;0,00;0,00;;-18,62;-4,99;0,16;-194.275,88;-109.244,92;-181.336,45;0,56;0,44;0,00;;;;0,36;-701,50;0,00;39.252.280,00
EAST;0,87;;-0,55;-2,02;0,24;5,74;-49,45;-44,48;-0,50;-2,02;-1,52;;0,25;-0,32;-0,34;0,29;-365,82;-42,65;-75,34;-0,12;1,12;0,96;11,38;;;-0,43;-1,57;0,01;3.909.345,00
EAT;177,57;;23,73;30,54;3,08;75,07;8,64;6,50;17,85;18,98;1,13;1,93;1,54;-16,53;-3,32;0,28;128,73;12,96;50,26;0,10;0,90;1,99;6,53;0,05;;5,83;7,50;-0,34;7.910.091.040,00
EB;2,66;;-14,53;1,48;0,32;68,69;-2,55;-5,66;-32,26;6,64;38,90;-1,79;0,82;1,34;-1,31;1,45;-10,21;-2,18;-2,56;0,21;0,79;0,38;-0,11;;;1,81;-0,18;0,15;256.982.788,00
EBAY;76,17;1,47;17,22;7,10;1,85;71,85;25,50;19,78;13,35;14,61;1,26;0,67;3,41;35,40;-2,91;1,17;41,21;10,76;17,63;0,26;0,74;0,54;3,55;2,03;;10,74;4,43;-0,76;35.120.890.756,00
EBAYL;25,14;;5,68;2,34;0,61;71,85;25,50;19,78;4,41;14,61;1,26;0,67;1,12;11,68;-0,96;1,17;41,21;10,76;17,63;0,26;0,74;0,54;3,55;2,03;;10,74;4,43;-0,25;35.120.890.756,00
EBC;16,03;3,75;-22,66;0,86;0,12;0,00;-8,59;-15,72;-41,45;22,33;63,78;-1,33;3,56;;-0,12;;-3,82;-0,55;-3,69;0,14;0,86;0,03;11,28;-2,41;;18,52;-0,71;0,18;3.098.873.556,00
EBF;18,50;2,69;12,15;1,59;1,32;30,00;13,95;10,12;8,81;8,21;-0,60;-0,11;1,23;5,30;-2,12;2,97;13,06;10,88;13,06;0,83;0,17;1,07;-2,08;0,99;;11,69;1,53;-0,12;477.997.952,00
EBIX;1,17;;7,31;0,06;0,02;46,99;13,67;0,67;0,36;5,97;5,61;0,92;0,05;-0,07;-0,03;0,41;0,81;0,32;7,53;0,39;0,61;0,47;23,61;-8,47;;19,78;0,16;-0,08;36.154.638,00
EBMT;17,54;3,25;12,56;0,79;0,07;0,00;20,33;9,03;5,58;-2,44;-8,02;-1,13;1,13;;-0,07;;6,26;0,53;7,66;0,09;0,91;0,06;11,64;-2,10;;22,33;1,40;-0,13;139.640.632,00
EBR;7,41;;0,03;0,77;0,34;99,22;25.568.591,99;8.886.281,65;0,01;0,01;0,00;0,08;2.269,53;6,40;-0,40;1,47;3.009,03;1.313,07;5.355,40;0,44;0,56;0,00;-1,15;-8,85;;9,67;290,92;0,00;16.712.389.646,00
EBS;6,76;;-2,80;0,67;0,26;35,24;-0,09;-13,63;-408,89;-978,78;-569,89;0,93;0,38;0,62;-0,51;6,32;-23,81;-9,23;-5,76;0,39;0,61;0,68;-1,15;;;10,18;-2,42;0,04;368.003.484,00
EBSB;24,15;;16,46;1,56;0,21;0,00;48,26;31,56;10,77;1,57;-9,20;-1,34;5,20;;-0,21;;9,50;1,26;11,29;0,13;0,87;0,04;14,58;21,46;;15,44;1,47;0,79;1.272.980.310,00
EBTC;39,64;2,47;12,19;1,29;0,10;0,00;23,60;15,74;8,13;-1,73;-9,86;-1,56;1,92;;-0,10;;10,55;0,83;9,91;0,08;0,92;0,05;10,53;2,52;;30,81;3,25;0,90;495.832.976,00
EC;9,00;5,81;2,52;0,65;0,23;38,02;28,69;4.154,13;364,28;825,46;461,18;0,82;104,50;3,19;-0,30;1,46;25,78;9,29;-41,66;0,36;0,64;0,00;6,80;-1,69;;13,82;3,56;-0,06;18.420.278.912,00
ECC;7,77;17,76;3,06;0,79;0,54;100,00;92,58;134,32;4,44;5,31;0,87;0,15;4,11;15,77;-0,56;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;-0,01;251.397.495,30
ECCB;24,99;;9,85;2,55;1,72;100,00;92,58;134,32;14,28;5,31;0,87;0,15;13,22;50,73;-1,81;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;-0,02;251.397.495,30
ECCX;24,40;3,43;9,61;2,49;1,68;100,00;92,58;134,32;13,95;5,31;0,87;0,15;12,91;49,53;-1,77;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;-0,02;251.397.495,30
ECCY;25,19;;9,92;2,57;1,74;100,00;92,58;134,32;14,40;5,31;0,87;0,15;13,33;51,13;-1,82;3,25;25,90;17,49;15,01;0,68;0,32;0,13;;;;9,80;2,54;-0,02;251.397.495,30
ECHO;48,24;;21,97;2,83;1,16;14,68;2,34;1,68;15,79;16,41;0,62;0,11;0,37;8,74;-2,76;1,30;12,89;5,27;10,99;0,41;0,59;3,13;10,68;15,07;;17,04;2,20;0,03;1.284.674.616,00
ECL;272,72;0,69;36,74;8,70;3,45;43,69;18,44;13,41;26,72;28,95;2,23;0,73;4,93;52,49;-4,74;1,32;23,69;9,40;14,50;0,40;0,60;0,70;1,10;6,27;;31,31;7,42;0,44;77.257.183.500,00
ECOL;47,99;;283,36;2,42;0,84;23,59;3,95;0,54;38,71;55,88;17,18;1,07;1,53;8,53;-1,05;1,95;0,85;0,30;2,52;0,35;0,65;0,55;15,64;-31,05;;19,81;0,17;-2,80;1.512.275.277,00
ECOLW;5,18;;30,59;0,26;0,09;23,59;3,95;0,54;4,18;55,88;17,18;1,07;0,17;0,92;-0,11;1,95;0,85;0,30;2,52;0,35;0,65;0,55;15,64;-31,05;;19,81;0,17;-0,30;1.512.275.277,00
ECOM;23,09;;16,34;3,95;3,02;76,13;8,83;23,74;43,95;38,40;-5,54;-0,50;3,88;8,30;-7,03;2,76;24,18;18,47;-6,20;0,76;0,24;0,78;8,18;;;5,84;1,41;0,15;667.681.985,00
ECOR;6,11;;-3,74;10,49;2,85;85,22;-46,31;-46,24;-3,74;-3,08;0,65;-1,83;1,73;11,12;-11,25;1,52;-280,30;-76,27;-281,17;0,27;0,73;1,65;60,15;;;0,59;-1,65;0,15;45.785.102,00
ECPG;40,78;;-8,23;1,16;0,19;0,00;14,50;-8,34;4,74;22,66;17,92;4,40;0,69;;-0,19;;-14,12;-2,33;3,29;0,16;0,84;0,28;-0,83;;;35,08;-4,95;0,08;952.180.376,00
ED;99,68;2,51;19,02;1,51;0,51;53,35;22,05;11,99;10,34;17,68;7,34;1,07;2,28;26,58;-0,56;1,28;7,95;2,68;6,25;0,34;0,66;0,22;3,94;6,27;;66,01;5,25;4,04;35.961.153.741,00
EDAP;1,55;;21,14;1,06;0,68;43,07;-3,97;4,82;-25,67;-6,22;19,45;-0,80;1,02;1,08;-5,30;3,58;5,01;3,22;-4,20;0,64;0,36;0,67;5,66;;;1,46;0,07;0,01;57.957.755,00
EDIT;2,50;;-0,83;3,35;0,79;100,00;-694,85;-701,04;-0,84;0,05;0,89;-3,54;5,84;1,38;-5,39;3,08;-402,48;-95,29;-398,93;0,24;0,76;0,14;9,50;;;0,75;-3,00;-0,02;209.282.250,00
EDN;25,50;;-6,07;1,44;0,40;9,98;-9,16;-14,10;-9,34;-9,51;-0,17;0,03;0,86;-1,66;-0,49;0,42;-23,79;-6,62;-23,30;0,28;0,72;0,47;5,70;5,43;;17,59;-4,18;0,13;1.111.678.299,00
EDRY;9,70;;0,57;0,26;0,15;81,07;60,16;59,39;0,56;1,39;0,84;0,40;0,34;-2,33;-0,17;0,55;46,68;27,16;32,24;0,58;0,42;0,46;17,53;;;36,47;17,02;0,00;27.192.854,00
EDSA;2,04;;-2,45;0,92;0,87;;;;-2,45;-0,07;2,38;-0,89;;1,06;-6,93;15,72;-37,56;-35,47;-37,57;0,94;0,06;0,00;;;;2,21;-0,83;0,13;14.326.308,00
EDU;50,93;;-200,71;2.085,58;1.087,69;50,88;-2,61;-1,07;-81,94;-81,89;0,05;-1,23;2,14;3.711,11;-3.669,77;1,71;-1.039,10;-541,92;-3.295,21;0,52;0,48;508,18;6,85;5,39;;0,02;-0,25;1,82;8.303.992.464,00
EDUC;1,36;;-2,15;0,28;0,14;61,51;-13,65;-15,40;-2,43;-8,84;-6,41;0,74;0,33;0,75;-0,43;1,40;-12,98;-6,72;-8,76;0,52;0,48;0,44;-21,27;;;4,73;-0,61;0,00;11.329.824,00
EEFT;105,48;;14,38;3,51;0,76;40,31;13,27;7,86;8,52;8,70;0,18;0,07;1,13;2,92;-2,43;1,60;24,44;5,26;11,52;0,22;0,78;0,67;7,73;-2,47;;30,11;7,36;-0,17;4.575.742.869,00
EEX;5,16;0,87;158,48;2,63;0,87;63,35;16,17;1,57;15,42;18,86;3,44;0,59;2,49;6,71;-1,34;1,59;1,66;0,55;6,63;0,33;0,67;0,35;2,02;;;1,97;0,03;-0,63;1.030.088.584,00
EFC;13,08;7,94;11,47;0,77;0,08;100,00;312,59;85,48;3,14;14,43;11,30;2,77;9,81;;-0,08;;6,72;0,68;5,95;0,10;0,90;0,01;6,58;30,00;;17,01;1,14;0,46;1.238.121.610,00
EFOI;2,23;;-8,54;4,30;2,25;16,65;-30,80;-30,84;-8,55;-8,21;0,34;-0,17;2,63;4,66;-28,05;2,11;-50,37;-26,38;-50,37;0,52;0,48;0,86;-17,49;;;0,53;-0,27;0,15;12.230.832,00
EFSC;57,18;1,98;11,11;1,14;0,14;0,00;27,87;20,52;8,18;-3,56;-11,74;-1,63;2,28;;-0,14;;10,23;1,22;9,13;0,12;0,88;0,06;21,05;14,84;;50,58;5,17;-0,11;2.122.891.596,00
EFX;261,71;0,45;53,07;6,52;2,74;55,57;18,34;10,68;30,90;35,43;4,53;0,96;5,67;-127,32;-3,13;0,85;12,29;5,16;8,42;0,42;0,57;0,48;10,12;;;40,11;4,93;-0,66;32.492.942.380,00
EGAN;6,72;;63,49;3,56;1,73;69,23;4,97;3,30;42,16;26,39;-15,77;-1,33;2,10;5,10;-8,98;1,72;5,61;2,73;5,61;0,49;0,51;0,83;6,66;13,29;;1,89;0,11;-0,94;183.796.704,00
EGBN;20,76;4,51;-14,13;0,51;0,06;0,00;5,43;-6,52;16,96;-45,56;-62,52;-1,88;0,92;;-0,06;;-3,62;-0,40;1,30;0,11;0,89;0,06;9,21;;;40,98;-1,48;0,09;636.102.756,00
EGHT;2,14;;-10,58;2,36;0,42;67,86;0,67;-3,81;60,04;114,59;54,55;2,14;0,40;8,31;-0,60;1,20;-22,27;-3,98;0,35;0,18;0,82;1,05;9,89;;;0,91;-0,20;0,18;287.785.702,00
EGLE;62,26;;30,33;1,15;0,60;100,00;11,76;5,77;14,88;22,41;7,53;0,58;1,75;-29,59;-0,72;0,89;3,79;1,98;4,27;0,52;0,48;0,34;4,90;12,57;;54,21;2,05;-0,33;689.398.754,00
EGO;20,55;;-9,81;1.201,12;845,75;47,86;13,68;-49,40;35,42;807,41;771,99;26.181,35;4,85;0,01;0,00;3,39;-12.244,71;-8.621,92;-0,01;0,70;0,30;174,52;16,44;31,25;;0,02;-2,09;-0,02;4.218.297.047,00
EGOV;34,00;;33,66;7,88;4,97;35,99;19,07;14,90;26,29;23,60;-2,69;-0,81;5,01;8,96;-47,39;2,63;23,40;14,77;23,40;0,63;0,37;0,99;9,51;10,52;;4,32;1,01;0,93;2.308.770.340,00
EGRX;3,00;;3,26;0,15;0,10;69,84;13,69;4,64;1,10;2,66;1,56;0,22;0,15;0,39;-0,18;2,16;4,74;2,95;5,60;0,62;0,38;0,64;5,99;-7,26;;19,41;0,92;-0,07;38.961.000,00
EGY;3,85;4,81;7,00;0,81;0,44;63,98;28,17;11,97;2,97;3,19;0,21;0,06;0,84;17,69;-0,56;1,13;11,61;6,31;10,73;0,54;0,46;0,53;41,47;86,92;;4,80;0,56;-0,75;409.808.100,00
EH;16,80;;-0,04;0,01;0,01;62,23;-78,39;-56,93;-0,03;4,03;4,06;-1,19;0,02;-0,03;-0,01;0,29;-21,24;-12,81;-28,66;0,60;0,40;0,23;29,00;;;1.819,08;-386,32;0,00;1.214.385.263,00
EHC;119,63;0,28;24,39;5,59;1,82;94,54;17,12;8,97;12,78;15,27;2,49;1,09;2,19;219,73;-2,11;1,06;22,91;7,45;17,07;0,33;0,67;0,83;3,13;4,90;;21,42;4,91;0,78;12.063.372.992,00
EHTH;4,23;;7,39;0,22;0,11;99,68;9,48;3,11;2,43;0,77;-1,66;-0,15;0,23;0,56;-0,17;2,58;2,96;1,51;6,15;0,51;0,18;0,49;1,01;-31,54;;19,18;0,57;-0,03;127.068.454,00
EIG;47,25;1,91;11,00;1,05;0,32;14,82;14,82;11,99;8,89;8,11;-0,79;-0,09;1,32;;-0,32;;9,58;2,90;9,60;0,30;0,70;0,24;1,05;-5,47;;44,75;4,29;-0,14;1.133.995.102,00
EIGI;9,49;;72,38;6,04;0,51;57,15;15,88;1,69;7,69;16,18;8,49;6,67;1,22;-5,53;-0,58;0,56;8,34;0,71;7,82;0,08;0,92;0,42;;;;1,57;0,13;;1.344.859.463,74
EIGR;2,37;;-0,04;-2,19;0,06;98,17;-554,93;-590,80;-0,04;-0,06;-0,02;;0,24;0,09;-3,40;3,31;-5.401,93;-155,69;-207,99;-0,03;1,03;0,26;;;;-1,08;-58,57;0,01;3.506.415,00
EIX;50,89;3,05;7,20;1,18;0,22;41,81;30,52;15,76;3,72;10,73;7,01;2,23;1,13;-57,51;-0,24;0,96;16,43;3,09;8,57;0,19;0,81;0,20;7,35;1,93;;43,20;7,10;0,05;19.669.120.344,00
EKSO;3,25;;-0,71;0,60;0,28;53,39;-59,90;-61,51;-0,73;-0,42;0,31;-0,25;0,44;0,67;-1,06;2,35;-85,03;-39,52;-59,91;0,46;0,54;0,64;5,19;;;5,36;-4,56;0,01;7.668.108,00
EL;86,98;1,56;-35,95;7,21;1,57;73,85;-3,44;-5,89;-61,64;-70,83;-9,19;1,07;2,12;15,25;-2,43;1,41;-20,05;-4,38;-4,40;0,22;0,78;0,74;0,98;-26,23;;12,08;-2,42;0,15;31.312.814.080,00
ELAN;14,68;;19,52;1,15;0,56;54,89;16,83;8,43;9,77;15,02;5,25;0,62;1,64;3,35;-0,77;2,71;5,87;2,88;5,41;0,49;0,51;0,34;7,65;37,85;;12,79;0,75;-0,15;7.280.837.690,00
ELAT;21,37;;28,45;1,67;0,82;54,89;16,83;8,43;14,25;15,02;5,25;0,62;2,40;4,89;-1,12;2,71;5,87;2,88;5,41;0,49;0,51;0,34;7,65;37,85;;12,79;0,75;-0,22;7.280.837.690,00
ELF;123,30;;62,33;9,18;5,60;71,24;12,13;8,53;43,86;44,54;0,68;0,14;5,32;19,22;-9,87;3,05;14,73;8,98;12,37;0,61;0,39;1,05;35,95;44,35;;13,51;1,99;-5,11;6.986.974.736,00
ELP;9,04;2,37;10,88;1,58;0,67;18,44;22,55;13,32;6,43;7,71;1,29;0,32;1,45;12,84;-0,84;1,34;14,54;6,18;14,83;0,43;0,57;0,46;-8,28;-17,64;;5,73;0,83;-0,66;6.732.863.261,00
ELSE;4,75;;43,69;1,13;1,07;48,95;3,62;3,96;47,82;18,40;-29,42;-0,70;1,73;1,25;-12,03;17,48;2,59;2,46;2,15;0,95;0,05;0,62;2,57;18,99;;4,15;0,11;3,52;16.210.300,00
ELTK;10,18;1,87;0,01;3,38;1,70;33,02;16,80;15,40;0,01;0,01;0,00;-0,25;0,00;5,01;-3,99;2,46;27.327,51;13.779,45;20.916,91;0,50;0,50;894,61;5,98;18,69;;3,02;824,10;0,00;68.348.520,00
ELV;348,51;0,49;13,31;1,85;0,66;27,74;4,93;3,23;8,72;11,24;2,52;0,54;0,43;;-0,66;;13,92;4,94;9,85;0,36;0,64;1,53;342,50;315,88;;188,12;26,19;;78.731.430.062,00
ELVT;1,86;;-0,86;0,35;0,07;30,46;-4,58;-13,64;-2,57;-23,81;-21,25;2,86;0,12;0,54;-0,95;1,17;-40,06;-8,59;-3,75;0,21;0,79;0,63;-6,42;;;5,38;-2,15;0,00;58.518.018,00
ELY;21,33;;26,31;1,04;0,48;59,97;7,16;4,02;14,78;18,48;3,70;0,26;1,06;12,91;-0,58;1,29;3,95;1,84;5,06;0,46;0,54;0,46;29,18;11,14;;20,50;0,81;-0,44;3.942.801.441,00
EMCF;31,60;;8,50;1,22;0,08;0,00;33,00;25,24;6,50;-3,37;-9,88;-1,85;2,15;;-0,08;;14,32;0,98;11,85;0,07;0,93;0,04;8,74;20,60;;25,95;3,72;1,87;86.432.320,00
EME;549,68;0,09;23,51;8,37;3,06;19,32;9,58;7,00;17,18;16,96;-0,23;-0,11;1,65;35,87;-7,80;1,16;35,62;13,01;32,95;0,37;0,63;1,86;9,69;25,37;;65,91;23,47;0,51;24.705.073.260,00
EMKR;3,09;;-0,90;0,62;0,31;23,44;-32,96;-38,32;-1,05;-0,72;0,33;-0,20;0,35;0,80;-0,76;2,83;-68,80;-34,12;-59,07;0,50;0,50;0,89;-0,32;;;4,97;-3,42;0,02;28.059.672,00
EML;23,75;1,85;-17,04;1,20;0,63;24,32;7,15;-3,14;7,49;9,29;1,80;0,29;0,54;2,08;-1,18;2,77;-7,05;-3,67;9,42;0,52;0,48;1,17;1,62;;;19,76;-1,39;0,09;145.399.875,00
